sample_id,product_id,product_name,category,sample_end_date,sales_last_7d,sales_last_30d,sales_last_90d,out_freq_last_30d,stock_qty,stock_amount,return_rate,gross_profit_rate,stock_turnover_days,abc_class,is_fresh,is_key_product,target_sales_next_30d
S0110,P0015,鸡蛋3号,生鲜粮油,2026-01-31,16.9,76.3,224.6,25,330,16407.52,0.1077,0.2088,112.4,A,1,1,83.9
S0111,P0015,鸡蛋3号,生鲜粮油,2026-02-28,14.5,65.6,196.9,21,299,15020.19,0.1077,0.2088,112.4,A,1,1,68.3
S0112,P0015,鸡蛋3号,生鲜粮油,2026-03-31,16.4,72.0,209.9,23,319,17006.04,0.1077,0.2088,112.4,A,1,1,57.4
S0113,P0015,鸡蛋3号,生鲜粮油,2026-04-30,18.7,73.6,239.7,24,358,17154.44,0.1077,0.2088,112.4,A,1,1,82.3
S0114,P0015,鸡蛋3号,生鲜粮油,2026-05-31,23.1,91.0,275.8,30,331,16209.21,0.1077,0.2088,112.4,A,1,1,104.6
S0115,P0197,酸奶4号,冷链食品,2025-12-31,17.2,67.8,209.5,22,358,18753.11,0.0429,0.161,128.8,A,1,1,84.4
S0116,P0197,酸奶4号,冷链食品,2026-01-31,20.0,77.9,237.2,25,347,18340.17,0.0429,0.161,128.8,A,1,1,64.8
S0117,P0197,酸奶4号,冷链食品,2026-02-28,13.9,62.8,200.1,20,405,18960.61,0.0429,0.161,128.8,A,1,1,66.5
S0118,P0197,酸奶4号,冷链食品,2026-03-31,20.5,79.2,238.6,26,344,19888.47,0.0429,0.161,128.8,A,1,1,77.1
S0119,P0197,酸奶4号,冷链食品,2026-04-30,22.2,93.3,269.4,31,341,19229.61,0.0429,0.161,128.8,A,1,1,108.0
S0120,P0197,酸奶4号,冷链食品,2026-05-31,18.3,87.7,283.7,29,361,18063.22,0.0429,0.161,128.8,A,1,1,101.3
S0121,P0027,鸡蛋5号,生鲜粮油,2025-12-31,13.8,71.1,199.7,23,189,12138.62,0.0833,0.1805,76.6,A,1,1,65.1
S0122,P0027,鸡蛋5号,生鲜粮油,2026-01-31,16.5,76.5,219.3,25,212,11199.22,0.0833,0.1805,76.6,A,1,1,73.2
S0123,P0027,鸡蛋5号,生鲜粮油,2026-02-28,19.1,78.4,237.7,26,217,11700.58,0.0833,0.1805,76.6,A,1,1,86.0
S0124,P0027,鸡蛋5号,生鲜粮油,2026-03-31,15.6,60.5,209.8,20,188,9914.83,0.0833,0.1805,76.6,A,1,1,73.2
S0125,P0027,鸡蛋5号,生鲜粮油,2026-04-30,24.6,90.2,256.3,30,198,10562.15,0.0833,0.1805,76.6,A,1,1,102.5
S0126,P0027,鸡蛋5号,生鲜粮油,2026-05-31,19.2,87.6,267.8,29,234,11920.91,0.0833,0.1805,76.6,A,1,1,114.4
S0127,P0200,冷冻汤圆4号,冷链食品,2025-12-31,15.3,61.0,174.0,20,555,30474.75,0.1039,0.1815,202.0,A,1,1,68.8
S0128,P0200,冷冻汤圆4号,冷链食品,2026-01-31,18.0,73.4,212.1,24,508,28376.01,0.1039,0.1815,202.0,A,1,1,64.9
S0129,P0200,冷冻汤圆4号,冷链食品,2026-02-28,19.0,70.0,190.9,23,515,31734.56,0.1039,0.1815,202.0,A,1,1,86.1
S0130,P0200,冷冻汤圆4号,冷链食品,2026-03-31,16.5,76.0,225.2,25,507,27061.24,0.1039,0.1815,202.0,A,1,1,85.4
S0131,P0200,冷冻汤圆4号,冷链食品,2026-04-30,21.4,78.4,236.4,26,505,29793.85,0.1039,0.1815,202.0,A,1,1,92.4
S0132,P0200,冷冻汤圆4号,冷链食品,2026-05-31,17.9,82.5,250.6,27,474,27153.42,0.1039,0.1815,202.0,A,1,1,87.8
S0133,P0042,果汁2号,零食饮料,2025-12-31,23.5,115.0,337.2,38,468,14004.4,0.051,0.2547,100.7,A,0,1,122.7
S0134,P0042,果汁2号,零食饮料,2026-01-31,27.7,124.8,373.7,41,445,13467.21,0.051,0.2547,100.7,A,0,1,119.9
S0135,P0042,果汁2号,零食饮料,2026-02-28,33.9,143.7,404.4,47,422,13339.18,0.051,0.2547,100.7,A,0,1,135.5
S0136,P0042,果汁2号,零食饮料,2026-03-31,29.8,122.8,381.7,40,412,13413.62,0.051,0.2547,100.7,A,0,1,125.8
S0137,P0042,果汁2号,零食饮料,2026-04-30,32.6,134.0,396.2,44,417,14303.48,0.051,0.2547,100.7,A,0,1,127.9
S0138,P0042,果汁2号,零食饮料,2026-05-31,23.0,113.7,390.6,37,435,13074.64,0.051,0.2547,100.7,A,0,1,123.1
S0139,P0191,酸奶3号,冷链食品,2025-12-31,12.3,50.3,179.6,16,354,21795.83,0.1228,0.2586,179.1,A,1,1,62.9
S0140,P0191,酸奶3号,冷链食品,2026-01-31,12.0,51.7,163.9,17,447,21854.53,0.1228,0.2586,179.1,A,1,1,64.0
S0141,P0191,酸奶3号,冷链食品,2026-02-28,19.4,71.3,213.4,23,394,22793.19,0.1228,0.2586,179.1,A,1,1,76.3
S0142,P0191,酸奶3号,冷链食品,2026-03-31,19.3,86.1,245.8,28,378,21648.69,0.1228,0.2586,179.1,A,1,1,102.2
S0143,P0191,酸奶3号,冷链食品,2026-04-30,18.0,74.1,221.8,24,400,22872.81,0.1228,0.2586,179.1,A,1,1,80.1
S0144,P0191,酸奶3号,冷链食品,2026-05-31,14.0,63.7,183.8,21,388,22416.49,0.1228,0.2586,179.1,A,1,1,58.7
S0145,P0153,鲜玉米1号,农产品,2025-12-31,16.2,76.5,218.5,25,407,18339.75,0.0588,0.1757,139.1,A,1,1,79.1
S0146,P0153,鲜玉米1号,农产品,2026-01-31,19.9,78.9,252.0,26,363,16229.91,0.0588,0.1757,139.1,A,1,1,85.8
S0147,P0153,鲜玉米1号,农产品,2026-02-28,20.3,86.0,261.5,28,435,19436.86,0.0588,0.1757,139.1,A,1,1,92.6
S0148,P0153,鲜玉米1号,农产品,2026-03-31,17.0,78.2,252.4,26,470,17915.19,0.0588,0.1757,139.1,A,1,1,87.0
S0149,P0153,鲜玉米1号,农产品,2026-04-30,15.5,69.9,233.7,23,414,18433.73,0.0588,0.1757,139.1,A,1,1,71.3
S0150,P0153,鲜玉米1号,农产品,2026-05-31,23.9,106.2,299.8,35,444,16696.63,0.0588,0.1757,139.1,A,1,1,104.6
S0151,P0173,土豆4号,农产品,2025-12-31,18.3,77.7,231.6,25,250,12375.62,0.0519,0.2197,88.3,A,1,1,97.5
S0152,P0173,土豆4号,农产品,2026-01-31,17.3,72.4,235.1,24,248,11276.46,0.0519,0.2197,88.3,A,1,1,69.6
S0153,P0173,土豆4号,农产品,2026-02-28,21.9,85.2,265.5,28,294,11363.94,0.0519,0.2197,88.3,A,1,1,102.9
S0154,P0173,土豆4号,农产品,2026-03-31,20.5,88.2,298.3,29,266,10636.44,0.0519,0.2197,88.3,A,1,1,86.9
S0155,P0173,土豆4号,农产品,2026-04-30,24.4,103.9,280.0,34,259,11064.11,0.0519,0.2197,88.3,A,1,1,116.9
S0156,P0173,土豆4号,农产品,2026-05-31,26.6,102.3,298.7,34,270,11403.68,0.0519,0.2197,88.3,A,1,1,129.0
S0157,P0188,冷冻汤圆2号,冷链食品,2025-12-31,14.2,55.3,166.8,18,422,20271.36,0.0308,0.2492,169.8,A,1,1,65.0
S0158,P0188,冷冻汤圆2号,冷链食品,2026-01-31,17.7,72.7,203.5,24,426,15863.27,0.0308,0.2492,169.8,A,1,1,75.7
S0159,P0188,冷冻汤圆2号,冷链食品,2026-02-28,11.5,55.8,214.3,18,430,17905.26,0.0308,0.2492,169.8,A,1,1,63.0
S0160,P0188,冷冻汤圆2号,冷链食品,2026-03-31,17.1,74.8,207.5,24,414,19718.93,0.0308,0.2492,169.8,A,1,1,99.3
S0161,P0188,冷冻汤圆2号,冷链食品,2026-04-30,19.3,88.1,262.1,29,413,17671.61,0.0308,0.2492,169.8,A,1,1,94.0
S0162,P0188,冷冻汤圆2号,冷链食品,2026-05-31,19.5,76.2,239.2,25,405,19125.07,0.0308,0.2492,169.8,A,1,1,82.6
S0163,P0024,杂粮包4号,生鲜粮油,2025-12-31,12.2,55.5,160.6,18,129,6461.99,0.0566,0.2204,56.7,A,1,1,53.6
S0164,P0024,杂粮包4号,生鲜粮油,2026-01-31,12.6,51.0,149.1,17,121,6918.35,0.0566,0.2204,56.7,A,1,1,46.5
S0165,P0024,杂粮包4号,生鲜粮油,2026-02-28,13.5,63.6,184.0,21,116,6433.98,0.0566,0.2204,56.7,A,1,1,71.1
S0166,P0024,杂粮包4号,生鲜粮油,2026-03-31,20.0,73.4,202.2,24,117,6766.15,0.0566,0.2204,56.7,A,1,1,89.8
S0167,P0024,杂粮包4号,生鲜粮油,2026-04-30,17.1,71.1,211.6,23,118,6335.99,0.0566,0.2204,56.7,A,1,1,83.2
S0168,P0024,杂粮包4号,生鲜粮油,2026-05-31,16.7,70.2,202.8,23,125,6476.9,0.0566,0.2204,56.7,A,1,1,78.4
S0169,P0157,苹果1号,农产品,2025-12-31,15.1,70.3,206.3,23,317,12885.17,0.0714,0.2097,127.9,A,1,1,87.1
S0170,P0157,苹果1号,农产品,2026-01-31,14.2,59.5,190.0,19,322,14837.74,0.0714,0.2097,127.9,A,1,1,62.4
S0171,P0157,苹果1号,农产品,2026-02-28,18.9,76.8,226.2,25,275,13993.0,0.0714,0.2097,127.9,A,1,1,88.2
S0172,P0157,苹果1号,农产品,2026-03-31,15.3,64.3,192.4,21,362,14479.87,0.0714,0.2097,127.9,A,1,1,76.8
S0173,P0157,苹果1号,农产品,2026-04-30,18.5,80.9,236.0,26,357,13827.06,0.0714,0.2097,127.9,A,1,1,87.4
S0174,P0157,苹果1号,农产品,2026-05-31,21.0,95.5,275.3,31,349,14393.31,0.0714,0.2097,127.9,A,1,1,113.4
S0175,P0026,花生油5号,生鲜粮油,2025-12-31,13.2,57.8,182.7,19,302,15733.16,0.1176,0.1447,126.7,A,1,1,65.8
S0176,P0026,花生油5号,生鲜粮油,2026-01-31,14.8,61.5,186.8,20,291,16684.74,0.1176,0.1447,126.7,A,1,1,83.0
S0177,P0026,花生油5号,生鲜粮油,2026-02-28,18.3,76.1,222.8,25,323,16668.22,0.1176,0.1447,126.7,A,1,1,85.9
S0178,P0026,花生油5号,生鲜粮油,2026-03-31,18.0,79.9,224.5,26,299,15749.27,0.1176,0.1447,126.7,A,1,1,85.8
S0179,P0026,花生油5号,生鲜粮油,2026-04-30,21.3,91.0,274.2,30,321,13865.6,0.1176,0.1447,126.7,A,1,1,87.1
S0180,P0026,花生油5号,生鲜粮油,2026-05-31,21.3,81.0,239.7,27,312,16650.97,0.1176,0.1447,126.7,A,1,1,112.5
S0181,P0033,鸡蛋6号,生鲜粮油,2025-12-31,19.2,77.9,235.8,25,28,1053.5,0.0964,0.1573,9.1,A,1,1,84.7
S0182,P0033,鸡蛋6号,生鲜粮油,2026-01-31,16.6,66.2,219.0,22,26,1080.51,0.0964,0.1573,9.1,A,1,1,69.5
S0183,P0033,鸡蛋6号,生鲜粮油,2026-02-28,21.2,93.8,278.4,31,31,1112.01,0.0964,0.1573,9.1,A,1,1,114.0
S0184,P0033,鸡蛋6号,生鲜粮油,2026-03-31,27.8,106.9,298.6,35,29,1113.63,0.0964,0.1573,9.1,A,1,1,122.7
