order_id,order_date,customer_id,product_id,quantity,order_amount,quantity_norm,order_amount_norm,outlet_id,order_status,is_urgent,clean_status
ORD005319,2026-04-25,C00502,P0048,1,48.84,0.0,0.0341,O023,已签收,0,通过基础清洗
ORD004795,2026-03-25,C00200,P0198,8,1058.56,0.6364,0.7994,O012,已签收,0,通过基础清洗
ORD000488,2026-04-27,C01116,P0178,1,51.96,0.0,0.0365,O054,已签收,0,通过基础清洗
ORD001018,2026-06-09,C01017,P0047,1,9.94,0.0,0.0047,O020,已签收,0,通过基础清洗
ORD002816,2026-03-29,C01599,P0024,3,214.26,0.1818,0.1595,O034,已签收,0,通过基础清洗
ORD002717,2026-05-01,C01213,P0040,3,83.4,0.1818,0.0603,O021,已签收,0,通过基础清洗
ORD005364,2026-06-02,C01219,P0011,8,588.8,0.6364,0.4434,O015,已签收,0,通过基础清洗
ORD002930,2026-04-10,C00921,P0008,3,100.11,0.1818,0.073,O008,已签收,1,通过基础清洗
ORD003363,2026-06-14,C00504,P0076,1,20.8,0.0,0.0129,O013,已签收,0,通过基础清洗
ORD005166,2026-05-28,C00937,P0046,2,7.58,0.0909,0.0029,O033,已签收,0,通过基础清洗
ORD001076,2026-05-12,C00088,P0153,3,156.39,0.1818,0.1157,O017,已签收,0,通过基础清洗
ORD006399,2026-04-19,C00268,P0167,2,49.28,0.0909,0.0345,O020,已签收,0,通过基础清洗
ORD004982,2026-05-12,C01248,P0166,3,94.8,0.1818,0.069,O002,已签收,0,通过基础清洗
ORD006229,2026-04-26,C00994,P0059,4,44.8,0.2727,0.0311,O002,已签收,0,通过基础清洗
ORD002922,2026-04-20,C01705,P0023,10,868.0,0.8182,0.655,O026,已签收,0,通过基础清洗
ORD004020,2026-04-08,C01313,P0020,5,333.4,0.3636,0.2498,O007,已签收,1,通过基础清洗
ORD004332,2026-05-20,C01422,P0169,6,297.24,0.4545,0.2224,O002,已签收,1,通过基础清洗
ORD007000,2026-06-01,C00765,P0053,2,97.7,0.0909,0.0712,O019,已签收,0,通过基础清洗
ORD001323,2026-04-17,C00373,P0175,4,97.52,0.2727,0.071,O054,已签收,0,通过基础清洗
ORD007732,2026-05-06,C00865,P0174,4,170.48,0.2727,0.1263,O030,已签收,0,通过基础清洗
ORD002253,2026-04-14,C01262,P0030,5,418.55,0.3636,0.3144,O001,已签收,0,通过基础清洗
ORD006655,2026-04-05,C00789,P0023,4,347.2,0.2727,0.2603,O001,已签收,0,通过基础清洗
ORD007245,2026-06-03,C01142,P0015,2,140.52,0.0909,0.1036,O013,已签收,0,通过基础清洗
ORD000867,2026-05-03,C00059,P0005,6,453.12,0.4545,0.3406,O036,已签收,0,通过基础清洗
ORD005592,2026-06-12,C00732,P0035,6,207.48,0.4545,0.1544,O028,已签收,0,通过基础清洗
ORD002466,2026-04-04,C00205,P0166,6,189.6,0.4545,0.1408,O036,已签收,0,通过基础清洗
ORD000466,2026-06-08,C01352,P0154,5,124.1,0.3636,0.0912,O008,已签收,1,通过基础清洗
ORD002883,2026-05-03,C00613,P0006,3,243.06,0.1818,0.1813,O012,已签收,0,通过基础清洗
ORD004962,2026-05-25,C00777,P0058,2,73.76,0.0909,0.053,O028,已签收,0,通过基础清洗
ORD007043,2026-05-22,C00109,P0006,6,486.12,0.4545,0.3656,O029,已签收,0,通过基础清洗
ORD006241,2026-05-03,C01190,P0085,1,68.59,0.0,0.0491,O006,已签收,0,通过基础清洗
ORD005448,2026-06-04,C01601,P0004,6,259.5,0.4545,0.1938,O029,已签收,1,通过基础清洗
ORD001503,2026-04-18,C01134,P0026,1,54.65,0.0,0.0385,O046,已签收,0,通过基础清洗
ORD003916,2026-05-12,C01501,P0073,6,585.06,0.4545,0.4406,O034,已签收,0,通过基础清洗
ORD003263,2026-06-11,C01678,P0090,4,70.88,0.2727,0.0508,O004,已签收,0,通过基础清洗
ORD000264,2026-05-25,C00699,P0163,4,114.44,0.2727,0.0839,O021,已签收,1,通过基础清洗
ORD003807,2026-04-04,C00009,P0026,4,218.6,0.2727,0.1628,O034,已签收,0,通过基础清洗
ORD004085,2026-05-18,C01507,P0023,2,173.6,0.0909,0.1287,O004,已签收,1,通过基础清洗
ORD007840,2026-04-18,C00640,P0164,5,146.1,0.3636,0.1079,O011,已签收,0,通过基础清洗
ORD001812,2026-06-06,C00223,P0076,2,41.6,0.0909,0.0287,O039,已签收,0,通过基础清洗
ORD001145,2026-03-21,C01797,P0049,4,40.2,0.2727,0.0276,O059,已签收,0,通过基础清洗
ORD005828,2026-05-16,C00027,P0019,3,120.42,0.1818,0.0884,O007,已签收,0,通过基础清洗
ORD002150,2026-05-22,C01051,P0121,3,914.88,0.1818,0.6905,O019,已签收,0,通过基础清洗
ORD003930,2026-05-26,C01176,P0199,5,615.05,0.3636,0.4633,O016,已签收,0,通过基础清洗
ORD006320,2026-06-06,C00541,P0155,1,41.81,0.0,0.0288,O010,已签收,1,通过基础清洗
ORD003291,2026-03-24,C00148,P0029,2,67.42,0.0909,0.0482,O039,已签收,0,通过基础清洗
ORD000683,2026-05-23,C00598,P0031,4,31.68,0.2727,0.0211,O017,已签收,0,通过基础清洗
ORD002841,2026-06-07,C00375,P0011,1,73.6,0.0,0.0529,O032,已签收,0,通过基础清洗
ORD001003,2026-04-11,C01121,P0153,4,208.52,0.2727,0.1552,O013,已签收,1,通过基础清洗
ORD006756,2026-06-12,C01611,P0141,1,21.17,0.0,0.0132,O007,已签收,1,通过基础清洗
ORD005130,2026-06-03,C01334,P0039,12,388.32,1.0,0.2914,O020,已签收,0,通过基础清洗
ORD004291,2026-05-07,C00235,P0017,6,466.14,0.4545,0.3504,O052,已签收,0,通过基础清洗
ORD002174,2026-05-30,C00143,P0117,2,117.86,0.0909,0.0865,O047,已签收,0,通过基础清洗
ORD000484,2026-04-23,C00726,P0131,1,192.08,0.0,0.1427,O017,已签收,0,填补缺失数量
ORD003814,2026-04-29,C00984,P0170,6,27.54,0.4545,0.018,O019,已签收,0,通过基础清洗
ORD004415,2026-05-29,C00062,P0005,4,302.08,0.2727,0.2261,O005,已签收,0,通过基础清洗
ORD000519,2026-03-26,C01631,P0200,2,142.04,0.0909,0.1048,O011,已签收,0,通过基础清洗
ORD006989,2026-05-02,C00843,P0153,2,104.26,0.0909,0.0761,O022,已签收,0,通过基础清洗
ORD001346,2026-05-15,C00755,P0199,4,492.04,0.2727,0.3701,O009,已签收,0,通过基础清洗
ORD000697,2026-04-24,C01161,P0042,6,244.26,0.4545,0.1823,O003,已签收,0,通过基础清洗
ORD001010,2026-04-07,C00305,P0078,2,31.86,0.0909,0.0213,O011,已签收,0,通过基础清洗
ORD006318,2026-06-09,C01323,P0028,1,13.09,0.0,0.007,O023,已签收,0,通过基础清洗
ORD006596,2026-06-08,C01757,P0028,6,78.54,0.4545,0.0567,O003,已签收,0,通过基础清洗
ORD002771,2026-04-11,C00751,P0193,10,245.8,0.8182,0.1834,O020,已签收,0,通过基础清洗
ORD001075,2026-05-12,C00963,P0173,4,213.88,0.2727,0.1592,O019,已签收,0,通过基础清洗
ORD001340,2026-04-05,C00945,P0048,12,586.08,1.0,0.4413,O002,已签收,0,通过基础清洗
ORD002987,2026-05-09,C01674,P0158,2,94.34,0.0909,0.0686,O054,已签收,0,通过基础清洗
ORD007710,2026-04-22,C01218,P0009,2,33.82,0.0909,0.0228,O059,已签收,0,通过基础清洗
ORD006748,2026-04-08,C00425,P0173,6,320.82,0.4545,0.2403,O040,已签收,1,通过基础清洗
ORD004422,2026-06-12,C00603,P0194,5,297.6,0.3636,0.2227,O042,已签收,0,通过基础清洗
ORD003393,2026-03-18,C01235,P0007,3,29.04,0.1818,0.0191,O016,已签收,0,通过基础清洗
ORD001484,2026-05-04,C00707,P0010,1,75.94,0.0,0.0547,O004,已签收,0,通过基础清洗
ORD004862,2026-04-14,C00229,P0027,2,132.86,0.0909,0.0978,O026,已签收,1,通过基础清洗
ORD001935,2026-04-21,C00241,P0029,4,134.84,0.2727,0.0993,O048,已签收,0,通过基础清洗
ORD001035,2026-06-14,C01764,P0078,2,31.86,0.0909,0.0213,O009,已签收,0,通过基础清洗
ORD005485,2026-04-18,C00046,P0190,5,355.95,0.3636,0.2669,O002,已签收,0,通过基础清洗
ORD002479,2026-05-18,C01646,P0155,3,125.43,0.1818,0.0922,O041,已签收,0,通过基础清洗
ORD000350,2026-04-17,C01010,P0180,4,50.0,0.2727,0.035,O049,已签收,0,通过基础清洗
ORD004394,2026-04-25,C01079,P0187,1,112.3,0.0,0.0822,O011,已签收,1,通过基础清洗
ORD004353,2026-06-10,C00061,P0121,2,609.92,0.0909,0.4594,O059,已签收,0,通过基础清洗
ORD007558,2026-05-27,C00192,P0015,2,140.52,0.0909,0.1036,O026,已签收,1,通过基础清洗
ORD001062,2026-03-21,C00726,P0040,1,27.8,0.0,0.0182,O011,已签收,0,通过基础清洗
ORD000880,2026-04-22,C01309,P0005,1,75.52,0.0,0.0544,O009,已签收,0,通过基础清洗
ORD005603,2026-04-03,C01326,P0169,6,297.24,0.4545,0.2224,O058,已签收,0,通过基础清洗
ORD002543,2026-05-17,C01668,P0156,3,41.85,0.1818,0.0288,O059,已签收,0,通过基础清洗
ORD006424,2026-03-25,C00520,P0164,2,58.44,0.0909,0.0414,O032,已签收,0,通过基础清洗
ORD006745,2026-04-23,C00925,P0163,5,143.05,0.3636,0.1055,O008,已签收,0,通过基础清洗
ORD001851,2026-06-10,C00433,P0010,5,379.7,0.3636,0.2849,O011,已签收,0,通过基础清洗
ORD005403,2026-05-01,C01142,P0155,2,83.62,0.0909,0.0605,O020,已签收,1,通过基础清洗
ORD001678,2026-05-28,C00764,P0026,2,109.3,0.0909,0.08,O018,已签收,0,通过基础清洗
ORD001836,2026-06-08,C01331,P0053,2,97.7,0.0909,0.0712,O009,已签收,0,通过基础清洗
ORD007112,2026-06-15,C00926,P0015,3,210.78,0.1818,0.1569,O006,已签收,1,通过基础清洗
ORD004953,2026-04-29,C01215,P0157,3,164.07,0.1818,0.1215,O039,已签收,1,通过基础清洗
ORD004705,2026-06-11,C00711,P0046,3,11.37,0.1818,0.0057,O051,已签收,0,通过基础清洗
ORD005200,2026-04-05,C01179,P0071,2,167.72,0.0909,0.1242,O012,已签收,0,通过基础清洗
ORD000458,2026-03-20,C00448,P0047,4,39.76,0.2727,0.0273,O001,已签收,0,通过基础清洗
ORD004648,2026-06-07,C00504,P0160,2,73.62,0.0909,0.0529,O014,已签收,0,通过基础清洗
ORD006508,2026-05-10,C01373,P0180,10,125.0,0.8182,0.0919,O009,已签收,0,通过基础清洗
ORD003183,2026-05-30,C01573,P0179,1,30.11,0.0,0.0199,O002,已签收,0,通过基础清洗
ORD005338,2026-04-09,C00792,P0010,3,227.82,0.1818,0.1698,O051,已签收,0,通过基础清洗
ORD001946,2026-05-27,C00183,P0200,2,142.04,0.0909,0.1048,O027,已签收,0,通过基础清洗
ORD006125,2026-04-22,C01429,P0178,6,311.76,0.4545,0.2334,O055,已签收,0,通过基础清洗
ORD003264,2026-03-28,C00735,P0046,2,7.58,0.0909,0.0029,O002,已签收,1,通过基础清洗
ORD006523,2026-05-31,C00464,P0046,2,7.58,0.0909,0.0029,O016,已签收,0,通过基础清洗
ORD006522,2026-04-24,C00129,P0200,2,142.04,0.0909,0.1048,O015,已签收,0,通过基础清洗
ORD006703,2026-06-10,C00336,P0015,3,210.78,0.1818,0.1569,O003,已签收,0,通过基础清洗
ORD002989,2026-05-11,C00546,P0189,4,137.92,0.2727,0.1017,O060,已签收,0,通过基础清洗
ORD007021,2026-06-12,C00213,P0022,2,117.88,0.0909,0.0865,O030,已签收,0,通过基础清洗
ORD001551,2026-06-14,C01421,P0196,4,519.44,0.2727,0.3908,O058,已签收,0,通过基础清洗
ORD002165,2026-03-23,C00965,P0171,3,131.07,0.1818,0.0965,O034,已签收,0,通过基础清洗
ORD000587,2026-04-03,C00932,P0058,4,147.52,0.2727,0.1089,O030,已签收,0,通过基础清洗
ORD002406,2026-03-26,C01686,P0078,1,15.93,0.0,0.0092,O016,已签收,0,通过基础清洗
ORD006801,2026-04-05,C01006,P0195,5,261.05,0.3636,0.195,O008,已签收,0,通过基础清洗
ORD003429,2026-04-09,C01545,P0019,2,80.28,0.0909,0.058,O018,已签收,0,通过基础清洗
ORD002610,2026-03-18,C01210,P0026,1,54.65,0.0,0.0385,O018,已签收,0,通过基础清洗
ORD003657,2026-04-19,C00667,P0034,6,46.92,0.4545,0.0327,O002,已签收,0,通过基础清洗
ORD003215,2026-05-06,C01738,P0026,6,327.9,0.4545,0.2456,O036,已签收,1,通过基础清洗
ORD003535,2026-06-02,C01333,P0100,1,11.27,0.0,0.0057,O003,已签收,0,通过基础清洗
ORD003287,2026-06-13,C00499,P0052,2,53.78,0.0909,0.0379,O013,已签收,0,通过基础清洗
ORD002081,2026-05-30,C00073,P0086,3,355.38,0.1818,0.2665,O056,已签收,0,通过基础清洗
ORD006956,2026-05-02,C00640,P0034,5,39.1,0.3636,0.0268,O017,已签收,0,通过基础清洗
ORD006488,2026-05-12,C00085,P0020,2,133.36,0.0909,0.0982,O060,已签收,1,通过基础清洗
ORD000648,2026-03-20,C01668,P0194,1,59.52,0.0,0.0422,O024,已签收,0,通过基础清洗
ORD000223,2026-05-11,C01424,P0017,4,310.76,0.2727,0.2327,O043,已签收,0,通过基础清洗
ORD006890,2026-05-24,C00527,P0169,1,49.54,0.0,0.0347,O023,已签收,1,通过基础清洗
ORD007679,2026-05-04,C00065,P0171,8,349.52,0.6364,0.262,O026,已签收,0,通过基础清洗
ORD000024,2026-05-24,C01357,P0009,3,50.73,0.1818,0.0356,O012,已签收,0,通过基础清洗
ORD001906,2026-06-09,C00750,P0019,4,160.56,0.2727,0.1188,O030,已签收,0,通过基础清洗
ORD004079,2026-06-01,C00298,P0074,2,56.56,0.0909,0.04,O009,已签收,0,通过基础清洗
ORD001555,2026-03-22,C01530,P0021,3,56.37,0.1818,0.0399,O041,已签收,0,通过基础清洗
ORD005724,2026-04-24,C00829,P0200,3,213.06,0.1818,0.1586,O013,已签收,0,通过基础清洗
ORD005205,2026-05-29,C01284,P0153,1,52.13,0.0,0.0366,O017,已签收,0,通过基础清洗
ORD007701,2026-05-28,C01067,P0040,1,27.8,0.0,0.0182,O023,已签收,0,通过基础清洗
ORD005841,2026-05-31,C01326,P0162,2,74.06,0.0909,0.0533,O020,已签收,0,通过基础清洗
ORD004946,2026-04-29,C01414,P0003,1,43.83,0.0,0.0303,O009,已签收,0,通过基础清洗
ORD001408,2026-06-13,C00476,P0049,3,30.15,0.1818,0.02,O020,已签收,0,通过基础清洗
ORD000066,2026-03-28,C01058,P0020,2,133.36,0.0909,0.0982,O034,已签收,0,通过基础清洗
ORD006341,2026-06-06,C01091,P0029,1,33.71,0.0,0.0227,O011,已签收,0,通过基础清洗
ORD001045,2026-06-01,C00612,P0025,1,14.1,0.0,0.0078,O010,已签收,0,通过基础清洗
ORD006689,2026-05-26,C00713,P0199,2,246.02,0.0909,0.1836,O053,已签收,0,通过基础清洗
ORD007925,2026-06-13,C00728,P0156,5,69.75,0.3636,0.05,O030,已签收,0,通过基础清洗
ORD004744,2026-06-05,C00203,P0074,1,28.28,0.0,0.0186,O029,已签收,0,通过基础清洗
ORD002032,2026-05-30,C01563,P0017,2,155.38,0.0909,0.1149,O019,已签收,0,通过基础清洗
ORD005825,2026-04-20,C01536,P0133,2,372.7,0.0909,0.2796,O030,已签收,0,通过基础清洗
ORD005245,2026-05-04,C00942,P0177,8,115.2,0.6364,0.0844,O033,已签收,0,通过基础清洗
ORD005037,2026-04-17,C01429,P0175,4,97.52,0.2727,0.071,O036,已签收,0,通过基础清洗
ORD000555,2026-04-05,C01520,P0032,3,140.64,0.1818,0.1037,O041,已签收,1,通过基础清洗
ORD007312,2026-05-27,C01208,P0040,6,166.8,0.4545,0.1235,O002,已签收,0,通过基础清洗
ORD004395,2026-06-09,C00003,P0058,2,73.76,0.0909,0.053,O019,已签收,0,通过基础清洗
ORD005395,2026-05-20,C00045,P0183,3,286.86,0.1818,0.2145,O059,已签收,1,通过基础清洗
ORD003536,2026-04-26,C00420,P0018,2,123.2,0.0909,0.0905,O001,已签收,0,通过基础清洗
ORD001700,2026-06-06,C01397,P0027,4,265.72,0.2727,0.1985,O022,已签收,0,通过基础清洗
ORD006727,2026-05-20,C01106,P0188,3,185.31,0.1818,0.1376,O002,已签收,1,通过基础清洗
ORD001056,2026-03-30,C01340,P0113,2,251.08,0.0909,0.1874,O047,已签收,0,通过基础清洗
ORD001407,2026-06-02,C00664,P0059,2,22.4,0.0909,0.0141,O019,已签收,0,通过基础清洗
ORD003768,2026-04-28,C00142,P0162,5,185.15,0.3636,0.1375,O016,已签收,0,通过基础清洗
ORD000602,2026-03-29,C01522,P0036,8,355.52,0.6364,0.2666,O005,已签收,0,通过基础清洗
ORD001384,2026-04-20,C01067,P0168,3,75.51,0.1818,0.0544,O018,已签收,0,通过基础清洗
ORD003333,2026-06-08,C01295,P0159,2,31.7,0.0909,0.0212,O033,已签收,0,通过基础清洗
ORD002119,2026-04-01,C01320,P0027,2,132.86,0.0909,0.0978,O009,已签收,0,通过基础清洗
ORD004320,2026-06-01,C00368,P0193,1,24.58,0.0,0.0158,O005,已签收,0,通过基础清洗
ORD001913,2026-04-16,C00579,P0169,6,297.24,0.4545,0.2224,O011,已签收,0,通过基础清洗
ORD003685,2026-04-18,C01697,P0200,1,71.02,0.0,0.051,O033,已签收,0,通过基础清洗
ORD007583,2026-03-30,C00282,P0036,3,133.32,0.1818,0.0982,O046,已签收,0,通过基础清洗
ORD004814,2026-05-19,C00483,P0013,4,260.92,0.2727,0.1949,O013,已签收,0,通过基础清洗
ORD001741,2026-04-07,C01398,P0028,1,13.09,0.0,0.007,O016,已签收,0,通过基础清洗
ORD005040,2026-06-08,C00365,P0172,8,34.4,0.6364,0.0232,O058,已签收,0,通过基础清洗
ORD000928,2026-03-19,C00846,P0169,1,49.54,0.0,0.0347,O034,已签收,0,通过基础清洗
ORD005139,2026-04-26,C01493,P0036,2,88.88,0.0909,0.0645,O011,已签收,0,通过基础清洗
ORD003579,2026-04-17,C00310,P0172,1,4.3,0.0,0.0004,O003,已签收,0,通过基础清洗
ORD004443,2026-05-27,C00416,P0020,1,66.68,0.0,0.0477,O049,已签收,0,通过基础清洗
ORD007473,2026-04-23,C01371,P0014,10,156.2,0.8182,0.1155,O008,已签收,0,通过基础清洗
ORD007129,2026-05-09,C00710,P0161,1,10.59,0.0,0.0052,O038,已签收,1,通过基础清洗
ORD000240,2026-03-19,C01633,P0165,6,355.32,0.4545,0.2664,O013,已签收,0,通过基础清洗
ORD002967,2026-04-21,C00296,P0156,3,41.85,0.1818,0.0288,O018,已签收,0,通过基础清洗
ORD003543,2026-04-18,C00069,P0033,3,137.31,0.1818,0.1012,O060,已签收,0,通过基础清洗
ORD006207,2026-05-20,C01064,P0029,10,337.1,0.8182,0.2526,O022,已签收,0,通过基础清洗
ORD003211,2026-04-04,C00743,P0156,5,69.75,0.3636,0.05,O016,已签收,1,通过基础清洗
ORD000102,2026-04-13,C01373,P0002,1,87.95,0.0,0.0638,O060,已签收,1,通过基础清洗
ORD000319,2026-05-30,C00791,P0032,8,375.04,0.6364,0.2814,O017,已签收,0,通过基础清洗
ORD004582,2026-04-26,C01366,P0035,4,138.32,0.2727,0.102,O014,已签收,0,通过基础清洗
ORD003188,2026-06-12,C01044,P0056,6,240.96,0.4545,0.1798,O026,已签收,0,通过基础清洗
ORD000534,2026-05-04,C00495,P0072,2,85.52,0.0909,0.0619,O059,已签收,0,通过基础清洗
ORD000738,2026-05-25,C00445,P0019,8,321.12,0.6364,0.2405,O029,已签收,1,通过基础清洗
ORD001245,2026-05-27,C00359,P0060,8,76.64,0.6364,0.0552,O008,已签收,0,通过基础清洗
ORD001143,2026-03-21,C00669,P0155,3,125.43,0.1818,0.0922,O051,已签收,0,通过基础清洗
ORD004348,2026-05-26,C01333,P0182,6,278.52,0.4545,0.2082,O011,已签收,0,通过基础清洗
ORD007288,2026-05-31,C00988,P0017,4,310.76,0.2727,0.2327,O003,已签收,1,通过基础清洗
ORD006527,2026-05-28,C01732,P0011,2,147.2,0.0909,0.1087,O028,已签收,0,通过基础清洗
ORD001329,2026-04-29,C01112,P0094,1,9.16,0.0,0.0041,O014,已签收,0,通过基础清洗
ORD007098,2026-06-08,C01307,P0019,5,200.7,0.3636,0.1492,O034,已签收,0,通过基础清洗
ORD006614,2026-03-19,C01306,P0165,8,473.76,0.6364,0.3562,O024,已签收,0,通过基础清洗
ORD001929,2026-03-26,C00729,P0024,3,214.26,0.1818,0.1595,O002,已签收,0,通过基础清洗
ORD005005,2026-04-23,C00743,P0169,6,297.24,0.4545,0.2224,O019,已签收,1,通过基础清洗
ORD000497,2026-05-20,C00438,P0069,3,106.92,0.1818,0.0782,O020,已签收,0,通过基础清洗
ORD007545,2026-06-06,C00526,P0079,2,141.66,0.0909,0.1045,O019,已签收,0,通过基础清洗
ORD002772,2026-06-08,C01438,P0162,6,222.18,0.4545,0.1655,O014,已签收,0,通过基础清洗
ORD000473,2026-05-14,C01410,P0089,3,173.19,0.1818,0.1284,O045,已签收,0,通过基础清洗
ORD005051,2026-06-02,C01512,P0185,2,123.84,0.0909,0.091,O007,已签收,0,通过基础清洗
ORD004077,2026-04-05,C00923,P0006,1,81.02,0.0,0.0585,O059,已签收,0,通过基础清洗
ORD003917,2026-05-26,C00140,P0162,1,37.03,0.0,0.0252,O043,已签收,0,通过基础清洗
ORD000545,2026-04-27,C01122,P0034,2,15.64,0.0909,0.009,O053,已签收,0,通过基础清洗
ORD004177,2026-04-11,C01350,P0085,2,137.18,0.0909,0.1011,O051,已签收,0,通过基础清洗
ORD001243,2026-03-30,C00611,P0063,1,13.35,0.0,0.0072,O003,已签收,0,通过基础清洗
ORD007331,2026-06-12,C00399,P0042,1,40.71,0.0,0.028,O002,已签收,0,通过基础清洗
ORD005539,2026-04-20,C00849,P0183,3,286.86,0.1818,0.2145,O018,已签收,1,通过基础清洗
ORD000335,2026-04-28,C01555,P0012,6,136.74,0.4545,0.1008,O021,已签收,0,通过基础清洗
ORD007133,2026-05-23,C00923,P0005,2,151.04,0.0909,0.1116,O051,已签收,0,通过基础清洗
ORD001316,2026-05-02,C00143,P0198,2,264.64,0.0909,0.1977,O057,已签收,0,通过基础清洗
ORD001920,2026-04-21,C00044,P0009,1,16.91,0.0,0.0099,O007,已签收,0,通过基础清洗
ORD002185,2026-04-10,C01679,P0097,3,28.86,0.1818,0.019,O029,已签收,0,通过基础清洗
ORD003862,2026-04-15,C00598,P0011,3,220.8,0.1818,0.1645,O037,已签收,0,通过基础清洗
ORD007410,2026-04-16,C01210,P0096,4,446.8,0.2727,0.3358,O043,已签收,0,通过基础清洗
ORD004646,2026-04-29,C01258,P0023,2,173.6,0.0909,0.1287,O046,已签收,0,通过基础清洗
ORD000133,2026-04-15,C00913,P0003,3,131.49,0.1818,0.0968,O017,已签收,0,通过基础清洗
ORD003961,2026-05-18,C00500,P0010,3,227.82,0.1818,0.1698,O044,已签收,0,通过基础清洗
ORD006352,2026-03-25,C01269,P0052,8,215.12,0.6364,0.1602,O001,已签收,0,通过基础清洗
ORD002246,2026-05-02,C01342,P0164,2,58.44,0.0909,0.0414,O047,已签收,0,通过基础清洗
ORD000541,2026-05-18,C01221,P0071,1,83.86,0.0,0.0607,O040,已签收,0,通过基础清洗
ORD006147,2026-04-10,C01089,P0062,2,63.52,0.0909,0.0453,O029,已签收,0,通过基础清洗
ORD002030,2026-05-05,C01105,P0004,4,173.0,0.2727,0.1282,O051,已签收,0,通过基础清洗
ORD000038,2026-03-18,C01675,P0010,3,227.82,0.1818,0.1698,O019,已签收,0,通过基础清洗
